host_name,host_short_desc,host_long_desc,database,database_short_desc,database_long_desc,schema_name,schema_short_desc,schema_long_desc,table_name,table_short_desc,table_long_desc,col_name,col_short_desc,col_long_desc
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DSDBF01,,,#1REQD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1NBP,,,ABD27M2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1NBP,,,ABD6M1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1COPE,,,ACC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1A06,AUDIT - Blocked Accts with Financial Trns      (M),,ACC,Account Number,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWZP3AMT,,,ACC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1PROE,,,ACC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D2701,,,ACC_CLO,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1L28A,,,ACC_KEY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2901,,,ACC_KEY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0414,,,ACC_KEY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0101,,,ACC_NM3,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0117,,,ACC_NUM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0122,,,ACC_ONM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0124,,,ACC_STS,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0101,,,ACC_TYP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0111,,,ACC_VAL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP8ACC,,,ACCOPNDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1SA2M,,,ACCOTYC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,DWEP0SCI,,,ACCT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1CRO,,,ACCU,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP2MIS,,,ACOL1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP2MIS,,,ACOL33,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1IMP,,,ACT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0MVTA,,,ACT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0SLA,,,ACT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1A17,AUDIT - Accounts w/Cards > 1,,ACT,Account Type,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1TSH,,,ACT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1L01,,,ADD_IO2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1614,,,ADD_LN1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0314,,,ADD_LN2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0304,,,ADD_LN2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2829,,,ADD_MSG,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2828,,,ADD_MSG,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2901,,,ADD_MSG,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2913,,,ADD_MSG,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP2A02,,,AFLG7,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,TRCP4HCA,,,AGREED_LIMIT_3,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,TRREFF,,,AGREED_LIMIT_5,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1428,,,ALE_DET,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1D28,CONTIF Reports 28 - ClientesInstrumentos (Detail),,AMTTP,Amount Type,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1019,,,ANS_DAT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP7CGL,,,AOD2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0SLF,,,APL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1CMV,,,APL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP2BAL,,,APL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNX,,,APL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1505,,,APP_DAT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1L15P,,,APP_DAT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D2717,,,APR_NUM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0324,,,APR_NUM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D0318,,,APR_ONM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D0306,,,APR_OTL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,APSRCD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1XGL,,,AQAT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP7CGL,,,AQOA,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D1003,,,ASR_DSC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L3220,,,BAL_VDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,BASIS,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2803,,,BCR_ACV,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L3203,,,BCR_CDE,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0117,,,BCR_LNW,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1MRG,,,BDM19,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,BDMP31,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2921,,,BEN_NAM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1L29A,,,BEN_NAM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D2726,,,BLD_NUM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1AMC,,,BLINEFR,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP2EAE,,,BLLRCE,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0SLC,,,BLNRC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0SCI,,,BNK,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1TSA,,,BNK,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1PPM,,,BNK,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNCO,,,BNK,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,BPD3,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1MRG,,,BRC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1FTP,,,BRC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1SA6M,,,BRCCTYC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D3603,,,BRH_KEY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0121,,,BUS_OWN,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0113,,,BUS_UNI,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0105,,,BUS_UNI,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0118,,,BUS_UNI,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP7ARK,,,CAM11,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP7ARK,,,CAM5,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,CAM8,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2428,,,CAR_KEY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,CBAF,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNCO,,,CCT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP3MIS,,,CCT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1IPL,,,CCY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWXP2EAS,,,CCY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1LMT,,,CCY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1DRD,,,CDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1MVF,,,CDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1TPT,,,CDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DMOP1COTB,COFF Transactions Datamart,,CDT,Processing Date,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWHP0CNT,,,CDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,DWEP0REMWU,,,CDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,COM21P,,,CELIFR,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP31001,,,CF1MDO,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP21001,,,CF1OVP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP21001,,,CF1SCP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50301,,,CFAL02,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50301,,,CFAL08,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP02101,,,CFAPAF,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50301,,,CFAPLD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP31001,,,CFCGNO,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50301,,,CFCISC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50301,,,CFCOLB,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50001,,,CFHSCD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50301,,,CFINTT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP31001,,,CFLA07,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP31001,,,CFLA14,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP21001,,,CFLA74,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP21001,,,CFLB55,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP31001,,,CFLD25,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP50301,,,CFLF10,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP10301,,,CFTDCD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP80101,,,CFTPD6,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CFP80101,,,CFTRC5,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,ZCMSCH0P,,,CHSCCD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1FNP,,,CHUSER,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CRDEXA0P,,,CIAMOVRP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1CPR,,,CLADR2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1FAT,,,CLADR4,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1A16,AUDIT - Interest rate changes,,CLCIF,Customer number ICBS,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP2RLC,,,CLCIF,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0SLV,,,CLCIF,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1CHK,,,CLCIF,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP2CLI,,,CLCURL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1CCCE,,,CLCURL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1D05,CONTIF Reports 05 - Interest Rates Dly (Detail),,CLCURL,Current Liabilities,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP2CLH,,,CLCZIP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP2OWN,,,CLNTID,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP2CLY,,,CLTHI2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,COP02001,,,CMDSC1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWAP1PUS,,,COL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0113,,,COM_GCD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D0306,,,CON_LNM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D0328,,,CON_MNM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D3621,,,CON_PHN,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,TRCP4SLN,,,COST_CNTR,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1607,,,COU_CDE,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1CAS,,,COUDTIN,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1CPRE,,,CPAIS,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1CTY,,,CPAISN,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,COP02102,,,CPPRLV,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWZP2IMP,,,CPY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP2CUS,,,CPY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWXPP2EAS,,,CPY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,CQCBST,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP4CLI,,,CR_FAC_SCNR_3_A,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,COP02301,,,CRAPVL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF1,,,CRDUBL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF1,,,CRSCPOSD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP8AGR,,,CSECW,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP7CDB,,,CSTA,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWHP1CNT,,,CTACAP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1DWINT,,,CTAS,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNEX,,,CTCLRS,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNH,,,CTCLRS,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNEF,,,CTCRISK,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,CTIDA,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNEX,,,CTIXRT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNCO,,,CTLTV,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWZP1DWINT,,,CTMS,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0SLN,,,CTNAT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNTX,,,CTNDC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,CTPRDD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0SLV,,,CTPRDN,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNT,,,CTPYFT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1NEG,,,CTSDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNT,,,CTTERM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CNEF,,,CTWODT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,CTYB,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CUP01301,,,CUCRDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CUP01301,,,CUCRND,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CUP00301,,,CUMARK,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,TRCP4SCA,,,CURR_CODE,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0111,,,CUS_FL5,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0127,,,CUS_RF1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0110,,,CUS_RF1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,CMPREFF,,,CUSFISCNUM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,CUP02701,,,CUTEN3,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1CLH,,,CXAPP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,TRCP4HRV,,,CYCLE_BALANCE_7,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,TRREFF,,,DAYS_IN_CREDIT_3,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1431,,,DBA_NDI,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1405,,,DBA_NDR,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP01701,,,DDFPDT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,DGPRD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,DGSLBAL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP00201,,,DMACC5,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAT10001,,,DMBK,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP02101,,,DMDRA,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP00201,,,DME1MA,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAT10001,,,DMEMP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMIP1DMT,,,DMMART,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP00201,,,DMMTDD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP01301,,,DMNP,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L3121,,,DOC_DET,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L3107,,,DOC_NUM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1406,,,DOM_COU,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1TTM,,,DPIP2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1DAT24,Processing date,,DPMDY3,Last-Month Days-in-month,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP03301X,Cheque Book Orders File,,DRORDN,Order Number,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP00101,,,DSLDY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,TAP00101,,,DSNRTH,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,ACT_181207,Actimize Control File,,DUMMY1,NULL,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,ACT_190117,,,DUMMY1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1CMM,,,DW_NCA_GL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0EF0,,,EACC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP3MMP,,,EALIN,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,EAMT1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0EF0,,,EAMT2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0EF0,,,EAMT8,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1APL,,,EAMV8FL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1FTP,,,EAORG,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,IGBPORGA,,,EAORG,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0CCM,,,EAORG,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1MI2,,,EAORGL4,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1MI2,,,EAORGL9,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP2MZD,,,EAPRD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWXPP2EAS,,,EAPRD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,DWEP0TXM,,,ECCY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,ECRMO,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWCP1EAF,,,ECTDPD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,ECTSLC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1APL,,,EDT1TY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,EFLDOFF,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,EGLFMI,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0EF1,,,EIDNUM,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1D2820,,,EMA_CDE,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1426,,,EMP_SCD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1CNPE,,,ERRCD1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWOP1CRCE,,,ERRCD12,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP0EAM,,,ETYFL1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,EURPI,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP4CLT,,,EX3_SALE_AMT_CODE,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1EXC,,,EXBKXR,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2907,,,EXE_ID,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L2405,,,EXE_KEY,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP4CLT,,,EXTRL_SCORE,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0117,,,FAC_AMT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,FCD28,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,FCD9,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWIP1CMV,,,FEECLI1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,TRIP4OCL,,,FIFTH_LMT_CMPT_4_A,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1431,,,FOF_CCD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L1427,,,FOF_DET,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,NEWTAB01,,,FVSEC2,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,GAAPPL,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF1,,,GARMDYR,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,GLP003EM,,,GFBMO,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,XXP0080228,History Record with Three Descriptions,,GHSER,Reference Number,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,GLP02301,,,GMACT,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,XXP00328,Account Master - Physical File,,GMAMNB,Minimum Balance,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,GLX00301,Account Master - Physical File,,GMAMXB,Maximum Balance,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,GLP00301R,,,GMFCYV,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,GLP003EM,,,GMFNPD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,GLP003EM,,,GMFNYD,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,GLP02301,,,GMR492,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DOP,,,DWOP1L0117,,,GNG_SRF,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DMOP1NBP,,,HBD17M1,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,ZTRHST0P,,,HSCBCC,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DTP,,,DWINT203P,,,I203ERR,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,DWREFF,,,IDED3,,
SomeHostName,,,SomeDataBaseName,,,SCHE_DBP,,,HSCPLINE,,,IGUSR1,,
